symbol,datetime,open,high,low,close
EURUSD,2026-02-19 00:00:00+00:00,1.1782,1.1807,1.1741,1.1772
EURUSD,2026-02-18 00:00:00+00:00,1.1853,1.1857,1.1781,1.1782
EURUSD,2026-02-17 00:00:00+00:00,1.185,1.1855,1.1804,1.1853
EURUSD,2026-02-16 00:00:00+00:00,1.1867,1.1875,1.1845,1.185
EURUSD,2026-02-13 00:00:00+00:00,1.1869,1.1884,1.1845,1.1867
EURUSD,2026-02-12 00:00:00+00:00,1.1877,1.1889,1.1851,1.1869
EURUSD,2026-02-11 00:00:00+00:00,1.1893,1.1927,1.1831,1.187
EURUSD,2026-02-10 00:00:00+00:00,1.1912,1.1928,1.1886,1.1894
EURUSD,2026-02-09 00:00:00+00:00,1.1816,1.1926,1.1807,1.1913
EURUSD,2026-02-06 00:00:00+00:00,1.1777,1.1826,1.1764,1.1816
EURUSD,2026-02-05 00:00:00+00:00,1.1806,1.1821,1.1773,1.1775
EURUSD,2026-02-04 00:00:00+00:00,1.1818,1.1838,1.1789,1.1806
USDJPY,2026-06-23 00:00:00+00:00,161.52,161.73,161.25,161.57
USDJPY,2026-06-22 00:00:00+00:00,161.26,161.92,161.06,161.54
USDJPY,2026-06-19 00:00:00+00:00,161.37,161.45,160.98,161.28
USDJPY,2026-06-18 00:00:00+00:00,160.66,161.8,160.46,161.37
USDJPY,2026-06-17 00:00:00+00:00,160.38,160.79,160.1,160.63
USDJPY,2026-06-16 00:00:00+00:00,160.3,160.48,160.03,160.45
USDJPY,2026-06-15 00:00:00+00:00,160.22,160.39,159.72,160.32
USDJPY,2026-06-12 00:00:00+00:00,159.92,160.37,159.87,160.21
USDJPY,2026-06-11 00:00:00+00:00,160.5,160.59,159.64,159.92
USDJPY,2026-06-10 00:00:00+00:00,160.34,160.57,160.21,160.53
USDJPY,2026-06-09 00:00:00+00:00,160.12,160.44,160.03,160.36
USDJPY,2026-06-08 00:00:00+00:00,160.14,160.39,159.87,160.17
USDJPY,2026-06-05 00:00:00+00:00,160.01,160.34,159.82,160.29
USDJPY,2026-06-04 00:00:00+00:00,160.03,160.07,159.7,160.01
USDJPY,2026-06-03 00:00:00+00:00,159.89,160.09,159.35,160.03
USDJPY,2026-06-02 00:00:00+00:00,159.65,159.98,159.55,159.89
USDJPY,2026-06-01 00:00:00+00:00,159.3,159.76,159.21,159.65
USDJPY,2026-05-29 00:00:00+00:00,159.21,159.37,159.08,159.26
USDJPY,2026-05-28 00:00:00+00:00,159.51,159.65,159.11,159.23
USDJPY,2026-05-27 00:00:00+00:00,159.28,159.58,159.16,159.51
USDJPY,2026-05-26 00:00:00+00:00,158.89,159.38,158.81,159.29
USDJPY,2026-05-25 00:00:00+00:00,158.9,159.04,158.74,158.89
USDJPY,2026-05-22 00:00:00+00:00,158.95,159.23,158.87,159.19
USDJPY,2026-05-21 00:00:00+00:00,158.88,159.34,158.77,158.96
USDJPY,2026-05-20 00:00:00+00:00,159.05,159.16,158.57,158.91
USDJPY,2026-05-19 00:00:00+00:00,158.79,159.25,158.7,159.04
USDJPY,2026-05-18 00:00:00+00:00,158.51,159.08,158.5,158.83
USDJPY,2026-05-15 00:00:00+00:00,158.36,158.84,158.27,158.76
USDJPY,2026-05-14 00:00:00+00:00,157.83,158.42,157.4,158.35
USDJPY,2026-05-13 00:00:00+00:00,157.59,157.92,157.51,157.85
USDJPY,2026-05-12 00:00:00+00:00,157.15,157.76,157.04,157.61
USDJPY,2026-05-11 00:00:00+00:00,156.39,157.27,156.39,157.16
USDJPY,2026-05-08 00:00:00+00:00,156.89,156.99,156.42,156.65
USDJPY,2026-05-07 00:00:00+00:00,156.38,156.95,156.0,156.91
USDJPY,2026-05-06 00:00:00+00:00,157.86,157.93,155.02,156.39
USDJPY,2026-05-05 00:00:00+00:00,157.21,157.92,157.07,157.87
USDJPY,2026-05-04 00:00:00+00:00,156.77,157.3,155.87,157.22
USDJPY,2026-05-01 00:00:00+00:00,156.57,157.32,155.51,157.03
USDJPY,2026-04-30 00:00:00+00:00,160.39,160.72,155.54,156.57
USDJPY,2026-04-29 00:00:00+00:00,159.58,160.47,159.49,160.39
USDJPY,2026-04-28 00:00:00+00:00,159.41,159.78,158.93,159.61
USDJPY,2026-04-27 00:00:00+00:00,159.6,159.63,159.08,159.42
USDJPY,2026-04-24 00:00:00+00:00,159.6,159.84,159.29,159.37
USDJPY,2026-04-23 00:00:00+00:00,159.49,159.84,159.28,159.71
USDJPY,2026-04-22 00:00:00+00:00,159.36,159.57,159.08,159.48
USDJPY,2026-04-21 00:00:00+00:00,158.76,159.64,158.66,159.37
USDJPY,2026-04-20 00:00:00+00:00,158.59,159.2,158.54,158.79
USDJPY,2026-04-17 00:00:00+00:00,159.12,159.52,157.57,158.61
USDJPY,2026-04-16 00:00:00+00:00,159.0,159.3,158.25,159.18
USDJPY,2026-04-15 00:00:00+00:00,158.8,159.15,158.63,158.96
USDJPY,2026-04-14 00:00:00+00:00,159.44,159.46,158.59,158.77
USDJPY,2026-04-13 00:00:00+00:00,159.43,159.86,159.27,159.44
USDJPY,2026-04-10 00:00:00+00:00,158.95,159.37,158.9,159.29
USDJPY,2026-04-09 00:00:00+00:00,158.55,159.29,158.43,158.94
USDJPY,2026-04-08 00:00:00+00:00,159.52,159.61,157.86,158.58
USDJPY,2026-04-07 00:00:00+00:00,159.67,160.03,159.45,159.61
USDJPY,2026-04-06 00:00:00+00:00,159.49,159.82,159.28,159.68
USDJPY,2026-04-03 00:00:00+00:00,159.62,159.71,159.41,159.56
USDJPY,2026-04-02 00:00:00+00:00,158.78,159.74,158.52,159.59
USDJPY,2026-04-01 00:00:00+00:00,158.7,159.01,158.25,158.78
USDJPY,2026-03-31 00:00:00+00:00,159.73,159.97,158.64,158.71
USDJPY,2026-03-30 00:00:00+00:00,159.89,160.46,159.3,159.72
USDJPY,2026-03-27 00:00:00+00:00,159.66,160.41,159.43,160.31
USDJPY,2026-03-26 00:00:00+00:00,159.47,159.84,159.26,159.8
USDJPY,2026-03-25 00:00:00+00:00,158.69,159.5,158.55,159.46
USDJPY,2026-03-24 00:00:00+00:00,158.41,159.18,158.25,158.68
USDJPY,2026-03-23 00:00:00+00:00,159.22,159.65,158.02,158.43
USDJPY,2026-03-20 00:00:00+00:00,157.7,159.38,157.58,159.22
USDJPY,2026-03-19 00:00:00+00:00,159.85,159.86,157.49,157.72
USDJPY,2026-03-18 00:00:00+00:00,159.03,159.9,158.55,159.86
USDJPY,2026-03-17 00:00:00+00:00,159.09,159.49,158.7,158.98
USDJPY,2026-03-16 00:00:00+00:00,159.57,159.74,158.83,159.06
USDJPY,2026-03-13 00:00:00+00:00,159.33,159.74,158.98,159.71
USDJPY,2026-03-12 00:00:00+00:00,158.94,159.43,158.55,159.33
USDJPY,2026-03-11 00:00:00+00:00,158.04,158.97,157.84,158.94
USDJPY,2026-03-10 00:00:00+00:00,157.66,158.12,157.25,158.04
USDJPY,2026-03-09 00:00:00+00:00,157.78,158.89,157.62,157.64
USDJPY,2026-03-06 00:00:00+00:00,157.52,158.08,157.37,157.79
USDJPY,2026-03-05 00:00:00+00:00,157.05,157.85,156.43,157.57
USDJPY,2026-03-04 00:00:00+00:00,157.47,157.86,156.84,157.03
USDJPY,2026-03-03 00:00:00+00:00,157.39,157.96,157.13,157.71
USDJPY,2026-03-02 00:00:00+00:00,155.64,157.75,155.64,157.34
USDJPY,2026-02-27 00:00:00+00:00,156.11,156.23,155.51,156.05
USDJPY,2026-02-26 00:00:00+00:00,156.33,156.43,155.7,156.11
USDJPY,2026-02-25 00:00:00+00:00,155.88,156.82,155.33,156.33
USDJPY,2026-02-24 00:00:00+00:00,154.63,156.28,154.5,155.88
USDJPY,2026-02-23 00:00:00+00:00,154.92,155.04,153.98,154.62
USDJPY,2026-02-20 00:00:00+00:00,155.03,155.64,154.7,155.05
USDJPY,2026-02-19 00:00:00+00:00,154.78,155.34,154.53,154.98
USDJPY,2026-02-18 00:00:00+00:00,153.29,154.87,153.05,154.82
USDJPY,2026-02-17 00:00:00+00:00,153.51,153.92,152.69,153.28
USDJPY,2026-02-16 00:00:00+00:00,152.64,153.63,152.52,153.51
USDJPY,2026-02-13 00:00:00+00:00,152.72,153.66,152.57,152.68
USDJPY,2026-02-12 00:00:00+00:00,153.24,153.75,152.25,152.73
USDJPY,2026-02-11 00:00:00+00:00,154.38,154.65,152.54,153.24
USDJPY,2026-02-10 00:00:00+00:00,155.83,156.29,154.03,154.38
USDJPY,2026-02-09 00:00:00+00:00,157.2,157.72,155.5,155.86
USDJPY,2026-02-06 00:00:00+00:00,157.03,157.27,156.5,157.2
USDJPY,2026-02-05 00:00:00+00:00,156.82,157.33,156.51,157.03
USDJPY,2026-02-04 00:00:00+00:00,155.72,156.94,155.67,156.85
USDCAD,2026-06-23 00:00:00+00:00,1.4156,1.4217,1.4148,1.4207
USDCAD,2026-06-22 00:00:00+00:00,1.4154,1.4193,1.4142,1.4156
USDCAD,2026-06-19 00:00:00+00:00,1.413,1.4183,1.4122,1.4152
USDCAD,2026-06-18 00:00:00+00:00,1.4096,1.4146,1.409,1.4136
USDCAD,2026-06-17 00:00:00+00:00,1.3994,1.4122,1.3986,1.41
USDCAD,2026-06-16 00:00:00+00:00,1.3989,1.4018,1.3978,1.3994
USDCAD,2026-06-15 00:00:00+00:00,1.3981,1.3993,1.3948,1.3989
USDCAD,2026-06-12 00:00:00+00:00,1.3967,1.3995,1.3955,1.3989
USDCAD,2026-06-11 00:00:00+00:00,1.3939,1.4023,1.3929,1.3964
USDCAD,2026-06-10 00:00:00+00:00,1.3946,1.3957,1.3897,1.3939
USDCAD,2026-06-09 00:00:00+00:00,1.3949,1.3969,1.3916,1.3947
USDCAD,2026-06-08 00:00:00+00:00,1.3936,1.3961,1.3923,1.3951
USDCAD,2026-06-05 00:00:00+00:00,1.3902,1.395,1.3864,1.3933
USDCAD,2026-06-04 00:00:00+00:00,1.3893,1.3925,1.3878,1.3906
USDCAD,2026-06-03 00:00:00+00:00,1.3839,1.3899,1.3834,1.3896
USDCAD,2026-06-02 00:00:00+00:00,1.3841,1.3854,1.3813,1.3839
USDCAD,2026-06-01 00:00:00+00:00,1.38,1.3849,1.3787,1.3837
USDCAD,2026-05-29 00:00:00+00:00,1.378,1.3829,1.3768,1.3795
USDCAD,2026-05-28 00:00:00+00:00,1.3835,1.3869,1.3772,1.378
USDCAD,2026-05-27 00:00:00+00:00,1.3806,1.3851,1.3801,1.384
USDCAD,2026-05-26 00:00:00+00:00,1.38,1.3821,1.3796,1.3809
USDCAD,2026-05-25 00:00:00+00:00,1.3817,1.3823,1.3792,1.3797
USDCAD,2026-05-22 00:00:00+00:00,1.3776,1.3824,1.3766,1.382
USDCAD,2026-05-21 00:00:00+00:00,1.3746,1.38,1.3736,1.3777
USDCAD,2026-05-20 00:00:00+00:00,1.3744,1.3778,1.3728,1.3746
USDCAD,2026-05-19 00:00:00+00:00,1.3739,1.3773,1.3734,1.3744
USDCAD,2026-05-18 00:00:00+00:00,1.3745,1.3763,1.373,1.3739
USDCAD,2026-05-15 00:00:00+00:00,1.372,1.3767,1.3712,1.3749
USDCAD,2026-05-14 00:00:00+00:00,1.3706,1.3737,1.3699,1.3719
USDCAD,2026-05-13 00:00:00+00:00,1.3699,1.3718,1.3682,1.3703
USDCAD,2026-05-12 00:00:00+00:00,1.3676,1.3724,1.367,1.3693
USDCAD,2026-05-11 00:00:00+00:00,1.3669,1.3694,1.3645,1.3677
USDCAD,2026-05-08 00:00:00+00:00,1.3662,1.371,1.364,1.3676
USDCAD,2026-05-07 00:00:00+00:00,1.3633,1.3665,1.3617,1.3664
USDCAD,2026-05-06 00:00:00+00:00,1.3616,1.3641,1.3576,1.3632
USDCAD,2026-05-05 00:00:00+00:00,1.3622,1.363,1.3602,1.3617
USDCAD,2026-05-04 00:00:00+00:00,1.3581,1.3626,1.3576,1.3624
USDCAD,2026-05-01 00:00:00+00:00,1.358,1.3593,1.3548,1.3588
USDCAD,2026-04-30 00:00:00+00:00,1.3688,1.369,1.3577,1.3578
USDCAD,2026-04-29 00:00:00+00:00,1.3683,1.371,1.3665,1.3684
USDCAD,2026-04-28 00:00:00+00:00,1.3626,1.3691,1.3611,1.3683
USDCAD,2026-04-27 00:00:00+00:00,1.3664,1.3682,1.3595,1.3623
USDCAD,2026-04-24 00:00:00+00:00,1.3697,1.3714,1.366,1.3668
USDCAD,2026-04-23 00:00:00+00:00,1.3667,1.3714,1.3658,1.3697
USDCAD,2026-04-22 00:00:00+00:00,1.3663,1.3674,1.3641,1.3671
USDCAD,2026-04-21 00:00:00+00:00,1.3648,1.3676,1.3629,1.3662
USDCAD,2026-04-20 00:00:00+00:00,1.3687,1.3709,1.3632,1.3642
USDCAD,2026-04-17 00:00:00+00:00,1.3705,1.3707,1.3647,1.3693
USDCAD,2026-04-16 00:00:00+00:00,1.3737,1.374,1.3693,1.3703
USDCAD,2026-04-15 00:00:00+00:00,1.3766,1.3788,1.3724,1.374
USDCAD,2026-04-14 00:00:00+00:00,1.3789,1.3792,1.3728,1.3765
USDCAD,2026-04-13 00:00:00+00:00,1.3832,1.3877,1.3783,1.3792
USDCAD,2026-04-10 00:00:00+00:00,1.3809,1.3844,1.3797,1.3838
USDCAD,2026-04-09 00:00:00+00:00,1.3846,1.386,1.3802,1.3814
USDCAD,2026-04-08 00:00:00+00:00,1.3886,1.3898,1.3821,1.3846
USDCAD,2026-04-07 00:00:00+00:00,1.3906,1.3929,1.3883,1.3886
USDCAD,2026-04-06 00:00:00+00:00,1.3919,1.3947,1.39,1.3909
USDCAD,2026-04-03 00:00:00+00:00,1.3919,1.3949,1.3913,1.3946
USDCAD,2026-04-02 00:00:00+00:00,1.3876,1.3933,1.3866,1.3918
USDCAD,2026-04-01 00:00:00+00:00,1.3914,1.3919,1.387,1.3874
USDCAD,2026-03-31 00:00:00+00:00,1.3922,1.3966,1.3903,1.3914
USDCAD,2026-03-30 00:00:00+00:00,1.385,1.3944,1.385,1.3922
USDCAD,2026-03-27 00:00:00+00:00,1.386,1.3895,1.3843,1.3892
USDCAD,2026-03-26 00:00:00+00:00,1.3808,1.3866,1.3802,1.3858
USDCAD,2026-03-25 00:00:00+00:00,1.3762,1.3819,1.3748,1.381
USDCAD,2026-03-24 00:00:00+00:00,1.3726,1.3785,1.3718,1.3762
USDCAD,2026-03-23 00:00:00+00:00,1.3705,1.3754,1.3667,1.3726
USDCAD,2026-03-20 00:00:00+00:00,1.3737,1.3747,1.3697,1.3723
USDCAD,2026-03-19 00:00:00+00:00,1.3731,1.3748,1.3702,1.3738
USDCAD,2026-03-18 00:00:00+00:00,1.369,1.3737,1.3685,1.3732
USDCAD,2026-03-17 00:00:00+00:00,1.3685,1.3722,1.3677,1.3691
USDCAD,2026-03-16 00:00:00+00:00,1.3711,1.373,1.365,1.3686
USDCAD,2026-03-13 00:00:00+00:00,1.3638,1.3741,1.362,1.3718
USDCAD,2026-03-12 00:00:00+00:00,1.3592,1.3642,1.3574,1.3638
USDCAD,2026-03-11 00:00:00+00:00,1.3578,1.3605,1.3552,1.359
USDCAD,2026-03-10 00:00:00+00:00,1.3586,1.3601,1.354,1.3579
USDCAD,2026-03-09 00:00:00+00:00,1.3597,1.3606,1.3523,1.3586
USDCAD,2026-03-06 00:00:00+00:00,1.3677,1.3679,1.356,1.3567
USDCAD,2026-03-05 00:00:00+00:00,1.3639,1.3716,1.3613,1.3672
USDCAD,2026-03-04 00:00:00+00:00,1.3674,1.37,1.3624,1.3641
USDCAD,2026-03-03 00:00:00+00:00,1.3676,1.3752,1.3651,1.3677
USDCAD,2026-03-02 00:00:00+00:00,1.3646,1.3718,1.3636,1.3676
USDCAD,2026-02-27 00:00:00+00:00,1.3675,1.3684,1.3622,1.3642
USDCAD,2026-02-26 00:00:00+00:00,1.3678,1.3712,1.3657,1.3678
USDCAD,2026-02-25 00:00:00+00:00,1.37,1.3706,1.367,1.3674
USDCAD,2026-02-24 00:00:00+00:00,1.3696,1.3724,1.3689,1.3699
USDCAD,2026-02-23 00:00:00+00:00,1.368,1.3704,1.3646,1.3694
USDCAD,2026-02-20 00:00:00+00:00,1.3678,1.371,1.3668,1.3678
USDCAD,2026-02-19 00:00:00+00:00,1.3694,1.3714,1.3666,1.3679
USDCAD,2026-02-18 00:00:00+00:00,1.3634,1.37,1.3629,1.3695
USDCAD,2026-02-17 00:00:00+00:00,1.3631,1.3692,1.3628,1.3635
USDCAD,2026-02-16 00:00:00+00:00,1.3614,1.3638,1.3601,1.3634
USDCAD,2026-02-13 00:00:00+00:00,1.3608,1.3637,1.3591,1.3617
USDCAD,2026-02-12 00:00:00+00:00,1.3569,1.3635,1.3552,1.3607
USDCAD,2026-02-11 00:00:00+00:00,1.355,1.3618,1.3501,1.3574
USDCAD,2026-02-10 00:00:00+00:00,1.3554,1.3576,1.3521,1.355
USDCAD,2026-02-09 00:00:00+00:00,1.3638,1.3679,1.355,1.3554
USDCAD,2026-02-06 00:00:00+00:00,1.3709,1.3724,1.3622,1.3679
USDCAD,2026-02-05 00:00:00+00:00,1.3658,1.3711,1.3649,1.371
USDCAD,2026-02-04 00:00:00+00:00,1.3638,1.3684,1.3627,1.3663
